headline,label,date
Tech stocks rally as earnings exceed expectations,1,2021-08-19
"Oil prices fall, reducing inflation fears",1,2021-07-26
Disappointing earnings drag tech sector down,0,2021-05-12
Disappointing earnings drag tech sector down,0,2021-04-20
Geopolitical tensions trigger global selloff,0,2022-02-18
Tech stocks rally as earnings exceed expectations,1,2022-06-19
Markets tumble as inflation surges past forecast,0,2021-06-20
Disappointing earnings drag tech sector down,0,2023-06-08
Disappointing earnings drag tech sector down,0,2022-01-03
Disappointing earnings drag tech sector down,0,2022-12-13
Unemployment claims rise unexpectedly,0,2022-09-09
Federal Reserve hints at aggressive rate hikes,0,2023-03-19
"Oil prices fall, reducing inflation fears",1,2022-01-22
Markets tumble as inflation surges past forecast,0,2023-05-29
Federal Reserve signals interest rate pause to support markets,1,2022-08-24
Unemployment claims rise unexpectedly,0,2022-10-20
Unemployment claims rise unexpectedly,0,2022-05-22
"Oil prices fall, reducing inflation fears",1,2022-05-31
Unemployment claims rise unexpectedly,0,2022-12-09
Geopolitical tensions trigger global selloff,0,2022-11-23
Federal Reserve hints at aggressive rate hikes,0,2022-04-14
Federal Reserve signals interest rate pause to support markets,1,2021-06-15
Federal Reserve hints at aggressive rate hikes,0,2022-03-21
Tech stocks rally as earnings exceed expectations,1,2021-04-22
Disappointing earnings drag tech sector down,0,2021-09-23
Federal Reserve signals interest rate pause to support markets,1,2022-09-09
Positive job report boosts investor confidence,1,2022-07-30
"Oil prices fall, reducing inflation fears",1,2022-07-12
Positive job report boosts investor confidence,1,2023-01-22
Markets tumble as inflation surges past forecast,0,2023-04-17
Disappointing earnings drag tech sector down,0,2022-08-11
Positive job report boosts investor confidence,1,2022-01-22
Federal Reserve hints at aggressive rate hikes,0,2021-12-20
Tech stocks rally as earnings exceed expectations,1,2022-12-11
"Oil prices fall, reducing inflation fears",1,2021-04-09
Federal Reserve signals interest rate pause to support markets,1,2022-03-15
Unemployment claims rise unexpectedly,0,2022-04-15
Tech stocks rally as earnings exceed expectations,1,2021-10-03
Federal Reserve signals interest rate pause to support markets,1,2022-09-28
Unemployment claims rise unexpectedly,0,2021-02-07
Unemployment claims rise unexpectedly,0,2021-04-08
Markets tumble as inflation surges past forecast,0,2022-04-04
Positive job report boosts investor confidence,1,2023-03-29
Tech stocks rally as earnings exceed expectations,1,2021-02-28
Federal Reserve signals interest rate pause to support markets,1,2022-06-13
Geopolitical tensions trigger global selloff,0,2022-04-23
Tech stocks rally as earnings exceed expectations,1,2023-03-10
"Oil prices fall, reducing inflation fears",1,2023-05-25
Geopolitical tensions trigger global selloff,0,2023-03-19
Federal Reserve hints at aggressive rate hikes,0,2021-02-19
"Oil prices fall, reducing inflation fears",1,2022-06-08
Unemployment claims rise unexpectedly,0,2021-12-19
Markets tumble as inflation surges past forecast,0,2022-12-21
Geopolitical tensions trigger global selloff,0,2021-08-03
Markets tumble as inflation surges past forecast,0,2023-05-29
"Oil prices fall, reducing inflation fears",1,2022-04-16
"Oil prices fall, reducing inflation fears",1,2023-05-10
Markets tumble as inflation surges past forecast,0,2023-06-12
Markets tumble as inflation surges past forecast,0,2022-01-07
"Oil prices fall, reducing inflation fears",1,2021-12-18
Federal Reserve hints at aggressive rate hikes,0,2022-08-04
Economic indicators point to sustained recovery,1,2022-08-26
Federal Reserve hints at aggressive rate hikes,0,2023-02-15
Markets tumble as inflation surges past forecast,0,2021-03-16
Positive job report boosts investor confidence,1,2021-02-13
Disappointing earnings drag tech sector down,0,2021-02-06
Federal Reserve hints at aggressive rate hikes,0,2021-12-08
Markets tumble as inflation surges past forecast,0,2021-11-03
Economic indicators point to sustained recovery,1,2022-04-12
Federal Reserve hints at aggressive rate hikes,0,2021-05-29
Unemployment claims rise unexpectedly,0,2021-07-05
Markets tumble as inflation surges past forecast,0,2022-01-06
Federal Reserve signals interest rate pause to support markets,1,2022-06-30
"Oil prices fall, reducing inflation fears",1,2021-07-29
Positive job report boosts investor confidence,1,2022-06-30
Federal Reserve signals interest rate pause to support markets,1,2022-04-22
Unemployment claims rise unexpectedly,0,2022-06-21
"Oil prices fall, reducing inflation fears",1,2021-04-18
Disappointing earnings drag tech sector down,0,2023-01-06
Federal Reserve hints at aggressive rate hikes,0,2022-10-04
Unemployment claims rise unexpectedly,0,2023-02-08
Positive job report boosts investor confidence,1,2022-10-13
Economic indicators point to sustained recovery,1,2021-12-12
Markets tumble as inflation surges past forecast,0,2023-05-22
Geopolitical tensions trigger global selloff,0,2021-03-29
Federal Reserve signals interest rate pause to support markets,1,2023-02-21
Disappointing earnings drag tech sector down,0,2022-04-24
Tech stocks rally as earnings exceed expectations,1,2022-06-06
"Oil prices fall, reducing inflation fears",1,2022-05-31
Economic indicators point to sustained recovery,1,2022-12-21
Federal Reserve signals interest rate pause to support markets,1,2023-04-13
Markets tumble as inflation surges past forecast,0,2022-07-20
Tech stocks rally as earnings exceed expectations,1,2021-08-17
Unemployment claims rise unexpectedly,0,2022-05-16
Disappointing earnings drag tech sector down,0,2021-05-05
Geopolitical tensions trigger global selloff,0,2023-05-16
Tech stocks rally as earnings exceed expectations,1,2021-01-30
Positive job report boosts investor confidence,1,2022-04-19
"Oil prices fall, reducing inflation fears",1,2021-02-06
Federal Reserve signals interest rate pause to support markets,1,2021-10-26
Positive job report boosts investor confidence,1,2022-10-02
Tech stocks rally as earnings exceed expectations,1,2021-05-30
"Oil prices fall, reducing inflation fears",1,2022-11-15
Federal Reserve signals interest rate pause to support markets,1,2021-02-02
Unemployment claims rise unexpectedly,0,2023-02-21
Markets tumble as inflation surges past forecast,0,2021-09-22
Unemployment claims rise unexpectedly,0,2021-06-30
Unemployment claims rise unexpectedly,0,2022-07-21
Positive job report boosts investor confidence,1,2021-07-07
Tech stocks rally as earnings exceed expectations,1,2023-01-08
Unemployment claims rise unexpectedly,0,2022-05-29
"Oil prices fall, reducing inflation fears",1,2021-09-13
Positive job report boosts investor confidence,1,2023-05-03
Federal Reserve hints at aggressive rate hikes,0,2022-10-18
Geopolitical tensions trigger global selloff,0,2023-05-25
Federal Reserve signals interest rate pause to support markets,1,2021-11-16
Economic indicators point to sustained recovery,1,2021-03-26
Geopolitical tensions trigger global selloff,0,2022-09-20
Disappointing earnings drag tech sector down,0,2021-09-06
Positive job report boosts investor confidence,1,2021-05-30
Tech stocks rally as earnings exceed expectations,1,2022-01-01
"Oil prices fall, reducing inflation fears",1,2021-09-20
Federal Reserve signals interest rate pause to support markets,1,2021-04-22
Federal Reserve hints at aggressive rate hikes,0,2021-04-14
Federal Reserve signals interest rate pause to support markets,1,2021-09-25
Tech stocks rally as earnings exceed expectations,1,2021-01-03
Economic indicators point to sustained recovery,1,2021-04-17
Economic indicators point to sustained recovery,1,2021-07-18
Federal Reserve signals interest rate pause to support markets,1,2021-02-08
Federal Reserve signals interest rate pause to support markets,1,2021-06-13
Federal Reserve signals interest rate pause to support markets,1,2023-01-25
Unemployment claims rise unexpectedly,0,2022-10-31
Disappointing earnings drag tech sector down,0,2021-07-26
Disappointing earnings drag tech sector down,0,2021-10-14
Geopolitical tensions trigger global selloff,0,2022-08-05
Federal Reserve hints at aggressive rate hikes,0,2021-01-30
Markets tumble as inflation surges past forecast,0,2022-11-15
"Oil prices fall, reducing inflation fears",1,2021-11-21
Positive job report boosts investor confidence,1,2022-08-15
Economic indicators point to sustained recovery,1,2022-09-01
Economic indicators point to sustained recovery,1,2023-06-10
Geopolitical tensions trigger global selloff,0,2021-10-14
Unemployment claims rise unexpectedly,0,2022-07-08
Federal Reserve signals interest rate pause to support markets,1,2021-04-22
Federal Reserve signals interest rate pause to support markets,1,2023-06-12
Disappointing earnings drag tech sector down,0,2023-06-20
Markets tumble as inflation surges past forecast,0,2021-05-26
Federal Reserve signals interest rate pause to support markets,1,2022-12-30
Economic indicators point to sustained recovery,1,2023-06-04
Economic indicators point to sustained recovery,1,2021-02-05
Unemployment claims rise unexpectedly,0,2023-04-30
Positive job report boosts investor confidence,1,2021-07-11
Federal Reserve signals interest rate pause to support markets,1,2023-04-26
Economic indicators point to sustained recovery,1,2021-04-27
Disappointing earnings drag tech sector down,0,2021-12-30
Disappointing earnings drag tech sector down,0,2023-06-20
"Oil prices fall, reducing inflation fears",1,2021-05-25
Federal Reserve signals interest rate pause to support markets,1,2022-11-29
"Oil prices fall, reducing inflation fears",1,2022-11-03
Unemployment claims rise unexpectedly,0,2023-05-12
Disappointing earnings drag tech sector down,0,2021-05-15
Positive job report boosts investor confidence,1,2021-11-12
Tech stocks rally as earnings exceed expectations,1,2022-10-03
Tech stocks rally as earnings exceed expectations,1,2021-04-19
Unemployment claims rise unexpectedly,0,2021-11-22
Geopolitical tensions trigger global selloff,0,2021-03-08
Markets tumble as inflation surges past forecast,0,2021-05-19
Federal Reserve signals interest rate pause to support markets,1,2021-09-05
Markets tumble as inflation surges past forecast,0,2022-06-14
Disappointing earnings drag tech sector down,0,2023-01-30
Federal Reserve hints at aggressive rate hikes,0,2023-03-06
Economic indicators point to sustained recovery,1,2022-04-28
Unemployment claims rise unexpectedly,0,2023-02-08
Federal Reserve signals interest rate pause to support markets,1,2021-03-18
Economic indicators point to sustained recovery,1,2022-07-27
Unemployment claims rise unexpectedly,0,2021-07-16
Tech stocks rally as earnings exceed expectations,1,2023-05-19
Unemployment claims rise unexpectedly,0,2022-10-07
Markets tumble as inflation surges past forecast,0,2022-03-02
Tech stocks rally as earnings exceed expectations,1,2022-02-07
Tech stocks rally as earnings exceed expectations,1,2023-04-26
Federal Reserve signals interest rate pause to support markets,1,2021-02-12
Federal Reserve hints at aggressive rate hikes,0,2022-03-29
Federal Reserve hints at aggressive rate hikes,0,2023-05-26
Markets tumble as inflation surges past forecast,0,2021-09-11
"Oil prices fall, reducing inflation fears",1,2021-07-13
Markets tumble as inflation surges past forecast,0,2022-06-11
Federal Reserve hints at aggressive rate hikes,0,2022-09-30
Disappointing earnings drag tech sector down,0,2021-03-19
Markets tumble as inflation surges past forecast,0,2023-06-05
"Oil prices fall, reducing inflation fears",1,2023-04-27
Federal Reserve hints at aggressive rate hikes,0,2021-03-01
Federal Reserve hints at aggressive rate hikes,0,2022-07-05
Tech stocks rally as earnings exceed expectations,1,2022-08-08
Disappointing earnings drag tech sector down,0,2021-07-26
Unemployment claims rise unexpectedly,0,2023-03-01
Tech stocks rally as earnings exceed expectations,1,2023-04-12
Unemployment claims rise unexpectedly,0,2021-11-09
Positive job report boosts investor confidence,1,2022-08-16
Markets tumble as inflation surges past forecast,0,2021-05-13
Positive job report boosts investor confidence,1,2021-05-24
Unemployment claims rise unexpectedly,0,2021-12-30
Geopolitical tensions trigger global selloff,0,2021-08-10
"Oil prices fall, reducing inflation fears",1,2022-02-12
Disappointing earnings drag tech sector down,0,2021-01-23
Economic indicators point to sustained recovery,1,2021-10-04
